qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
HERVK9I_2-Gag_p24-151-345	478	AL590093.10	62485	0.0	2006	777	88.486	92.32	469	1	1	469	35249	36646	2	9606	Homo sapiens	human	Human DNA sequence from clone RP11-240D10 on chromosome 1, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC011736.4	122146	0.0	2006	777	88.486	92.32	469	1	1	469	58479	57082	-2	9606	Homo sapiens	human	Homo sapiens BAC clone CTD-2331A14 from 1, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC210643.3	158647	0.0	1960	759	86.780	91.04	469	1	1	469	39043	40440	1	9544	Macaca mulatta	Rhesus monkey	Macaca mulatta BAC CH250-453G15 (Children's Hospital Oakland Research Institute Rhesus macaque Adult Male BAC Library) complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC210641.3	165575	0.0	1960	759	86.780	91.04	469	1	1	469	161723	163120	2	9544	Macaca mulatta	Rhesus monkey	Macaca mulatta BAC CH250-417F23 (Children's Hospital Oakland Research Institute Rhesus macaque Adult Male BAC Library) complete sequence
HERVK9I_2-Gag_p24-151-345	478	AL391844.12	97845	0.0	1947	754	86.354	89.98	469	3	1	469	21940	20555	-3	9606	Homo sapiens	human	Human DNA sequence from clone RP11-342A17 on chromosome 1, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC107621.2	153582	0.0	1944	753	88.470	92.24	451	1	1	451	6421	7764	1	9606	Homo sapiens	human	Homo sapiens chromosome 3 clone RP11-632N21, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC200529.4	240557	0.0	1929	747	86.780	89.77	469	2	1	469	229371	227980	-3	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC clone CH251-688B15 from chromosome x, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC280140.1	172536	0.0	1921	744	81.909	84.69	503	2	1	469	33529	32024	-3	9598	Pan troglodytes	chimpanzee	Pan troglodytes chromosome unknown clone CH251-243L07, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AL390966.14	160942	0.0	1913	741	86.354	88.91	469	2	1	469	124230	122839	-2	9606	Homo sapiens	human	Human DNA sequence from clone RP11-155I19 on chromosome X, complete sequence
HERVK9I_2-Gag_p24-151-345	478	AC103778.2	161500	0.0	1902	737	86.510	89.08	467	1	3	469	105825	104428	-2	9606	Homo sapiens	human	Homo sapiens chromosome 8, clone RP11-463C14, complete sequence
