qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
HERV15I_5-Gag_p30-1-55	83	EU033267.1	1553	4.61e-28	289	115	98.795	98.80	83	0	1	83	788	1036	2	9606	Homo sapiens	human	Homo sapiens isolate b0129 AZFa meiotic duplication sequence
HERV15I_5-Gag_p30-1-55	83	EU033253.1	1553	4.61e-28	289	115	98.795	98.80	83	0	1	83	788	1036	2	9606	Homo sapiens	human	Homo sapiens isolate a0125 AZFa meiotic duplication sequence
HERV15I_5-Gag_p30-1-55	83	EU033402.1	1556	4.64e-28	289	115	98.795	98.80	83	0	1	83	790	1038	1	9606	Homo sapiens	human	Homo sapiens isolate e06 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	EU033363.1	1556	4.64e-28	289	115	98.795	98.80	83	0	1	83	790	1038	1	9606	Homo sapiens	human	Homo sapiens isolate b03 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	EU033284.1	1556	4.64e-28	289	115	98.795	98.80	83	0	1	83	791	1039	2	9606	Homo sapiens	human	Homo sapiens isolate c0140 AZFa meiotic duplication sequence
HERV15I_5-Gag_p30-1-55	83	EU033273.1	1554	4.64e-28	289	115	98.795	98.80	83	0	1	83	788	1036	2	9606	Homo sapiens	human	Homo sapiens isolate b3363 AZFa meiotic duplication sequence
HERV15I_5-Gag_p30-1-55	83	EU033261.1	1554	4.64e-28	289	115	98.795	98.80	83	0	1	83	788	1036	2	9606	Homo sapiens	human	Homo sapiens isolate a2422 AZFa meiotic duplication sequence
HERV15I_5-Gag_p30-1-55	83	EU033420.1	1557	4.67e-28	289	115	98.795	98.80	83	0	1	83	792	1040	3	9606	Homo sapiens	human	Homo sapiens isolate f12179 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	EU033418.1	1557	4.67e-28	289	115	98.795	98.80	83	0	1	83	792	1040	3	9606	Homo sapiens	human	Homo sapiens isolate f10372 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	EU033350.1	1558	4.67e-28	289	115	98.795	98.80	83	0	1	83	792	1040	3	9606	Homo sapiens	human	Homo sapiens isolate a02 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	EU033349.1	1558	4.67e-28	289	115	98.795	98.80	83	0	1	83	792	1040	3	9606	Homo sapiens	human	Homo sapiens isolate a01 AZFa meiotic deletion sequence
HERV15I_5-Gag_p30-1-55	83	AJ511662.1	3360	8.33e-28	289	115	98.795	98.80	83	0	1	83	780	1028	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa duplication junction LTR, isolate 1
HERV15I_5-Gag_p30-1-55	83	AJ511664.1	3412	8.34e-28	289	115	98.795	98.80	83	0	1	83	780	1028	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa distal LTR, isolate 2
HERV15I_5-Gag_p30-1-55	83	AJ511665.1	3422	8.34e-28	289	115	98.795	98.80	83	0	1	83	780	1028	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa duplication junction LTR, isolate 2
HERV15I_5-Gag_p30-1-55	83	AJ511667.1	3428	8.34e-28	289	115	98.795	98.80	83	0	1	83	780	1028	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa distal LTR, YCC26 cells
HERV15I_5-Gag_p30-1-55	83	AJ511661.1	3427	8.34e-28	289	115	98.795	98.80	83	0	1	83	780	1028	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa distal LTR, isolate 1
HERV15I_5-Gag_p30-1-55	83	AJ511663.1	3430	8.34e-28	289	115	98.795	98.80	83	0	1	83	785	1033	2	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa proximal LTR, isolate 2
HERV15I_5-Gag_p30-1-55	83	AJ511660.1	3430	8.34e-28	289	115	98.795	98.80	83	0	1	83	783	1031	3	210769	Human endogenous retrovirus 15	Human endogenous retrovirus 15	Human endogenous retrovirus HERV15 AZFa proximal LTR, isolate 1
