qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
HERVFH21I_6-Gag_p30-39-163	242	NG_023465.2	44762	1.21e-78	687	269	62.771	70.13	231	2	16	242	22492	23172	1	9606	Homo sapiens	human	Homo sapiens testis expressed 16, pseudogene (TEX16P) on chromosome X
HERVFH21I_6-Gag_p30-39-163	242	Z95126.1	176939	1.22e-78	687	269	62.771	70.13	231	2	16	242	46175	46855	2	9606	Homo sapiens	human	Human DNA sequence from clone RP1-30P20 on chromosome Xq21.1-21.3, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	Z95126.1	176939	1.34e-06	147	61.2	38.636	57.95	88	1	60	147	13890	13630	-3	9606	Homo sapiens	human	Human DNA sequence from clone RP1-30P20 on chromosome Xq21.1-21.3, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AC147381.3	162222	1.72e-72	641	251	59.193	69.06	223	1	16	237	82132	81464	-3	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC clone RP43-162H15 from chromosome 7, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AC147381.3	162222	4.1	95	41.2	95.000	95.00	20	0	170	189	81668	81609	-2	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC clone RP43-162H15 from chromosome 7, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AC073127.11	155842	3.54e-71	631	247	58.559	68.47	222	1	17	237	51385	52050	1	9606	Homo sapiens	human	Homo sapiens BAC clone RP11-645N11 from 7, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AC073127.11	155842	4.1	95	41.2	95.000	95.00	20	0	170	189	51846	51905	3	9606	Homo sapiens	human	Homo sapiens BAC clone RP11-645N11 from 7, complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AL359402.3	119296	1.58e-69	619	243	57.082	66.09	233	3	16	223	117536	118234	2	9606	Homo sapiens	human	Human chromosome 14 DNA sequence BAC C-2273N11 of library CalTech-D from chromosome 14 of Homo sapiens (Human), complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AL352978.6	141450	1.58e-69	619	243	57.082	66.09	233	3	16	223	38025	38723	3	9606	Homo sapiens	human	Human chromosome 14 DNA sequence BAC C-3059L23 of library CalTech-D from chromosome 14 of Homo sapiens (Human), complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AL352978.6	141450	9.64e-10	121	51.2	69.697	81.82	33	0	138	170	44266	44364	1	9606	Homo sapiens	human	Human chromosome 14 DNA sequence BAC C-3059L23 of library CalTech-D from chromosome 14 of Homo sapiens (Human), complete sequence
HERVFH21I_6-Gag_p30-39-163	242	AL352978.6	141450	9.64e-10	97	42.0	41.860	62.79	43	0	94	136	44135	44263	2	9606	Homo sapiens	human	Human chromosome 14 DNA sequence BAC C-3059L23 of library CalTech-D from chromosome 14 of Homo sapiens (Human), complete sequence
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.58e-69	619	243	57.082	66.09	233	3	16	223	83701757	83702455	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	3.86e-38	385	152	47.097	67.74	155	0	16	170	74227876	74228340	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	5.78e-38	384	152	44.382	62.92	178	2	16	189	51766602	51766075	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.32e-30	215	87.4	50.000	58.47	118	5	134	242	2302699	2302370	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.32e-30	185	75.9	47.778	56.67	90	1	44	133	2302917	2302699	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	4.87e-24	184	75.5	39.080	62.07	87	0	36	122	57051020	57050760	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	4.87e-24	159	65.9	61.364	86.36	44	0	122	165	57050763	57050632	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.84e-23	273	109	44.737	64.04	114	0	62	175	65422972	65423313	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.43e-21	261	105	36.306	54.14	157	1	20	172	44218944	44218474	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	5.85e-20	248	100	54.783	62.61	115	2	119	232	51812848	51813189	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	6.81e-20	248	100	51.402	63.55	107	2	77	183	4201393	4201707	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.75e-18	236	95.5	41.441	60.36	111	0	61	171	3707730	3708062	3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.31e-17	231	93.6	42.342	61.26	111	0	60	170	39588988	39589320	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	4.91e-17	226	91.7	41.228	60.53	114	0	59	172	13178607	13178266	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	7.44e-15	210	85.5	41.818	58.18	110	1	66	172	9910509	9910180	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.59e-12	135	56.6	44.118	63.24	68	0	105	172	62982025	62982228	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.59e-12	105	45.1	41.860	65.12	43	0	60	102	62981900	62982028	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	3.01e-12	190	77.8	47.423	64.95	97	2	79	172	64518276	64518560	3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	9.88e-12	186	76.3	34.146	49.39	164	5	94	242	40912679	40913149	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.29e-11	185	75.9	40.777	60.19	103	0	68	170	87660394	87660086	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.46e-11	119	50.4	68.750	81.25	32	0	139	170	77441320	77441415	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.46e-11	114	48.5	46.512	67.44	43	0	94	136	77441186	77441314	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	3.29e-11	120	50.8	68.750	84.38	32	0	139	170	26968284	26968189	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	3.29e-11	110	47.0	44.186	67.44	43	0	94	136	26968418	26968290	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.14e-10	123	52.0	75.000	87.50	32	0	139	170	42603839	42603744	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.14e-10	102	43.9	39.655	58.62	58	1	85	136	42604018	42603845	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.27e-10	117	49.7	72.414	89.66	29	0	139	167	65970221	65970135	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.27e-10	108	46.2	41.860	67.44	43	0	94	136	65970355	65970227	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.95e-10	114	48.5	68.966	86.21	29	0	139	167	55172256	55172342	3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.95e-10	109	46.6	41.860	67.44	43	0	94	136	55172122	55172250	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.45e-10	122	51.6	75.000	84.38	32	0	139	170	79917159	79917064	-3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	2.45e-10	100	43.1	39.535	65.12	43	0	94	136	79917293	79917165	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	4.18e-10	122	51.6	75.862	89.66	29	0	139	167	32361951	32362037	3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	4.18e-10	98	42.4	41.860	62.79	43	0	94	136	32361817	32361945	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	5.07e-10	116	49.3	72.414	89.66	29	0	139	167	28015192	28015278	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	5.07e-10	103	44.3	41.860	65.12	43	0	94	136	28015058	28015186	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	7.46e-10	172	70.9	73.913	78.26	46	0	192	237	2302523	2302386	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	8.12e-10	121	51.2	69.697	81.82	33	0	138	170	83707998	83708096	3	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	8.12e-10	97	42.0	41.860	62.79	43	0	94	136	83707867	83707995	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	9.16e-10	113	48.1	50.980	62.75	51	2	139	188	22987207	22987335	1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	9.16e-10	104	44.7	41.860	65.12	43	0	94	136	22987073	22987201	2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	9.24e-10	111	47.4	44.186	69.77	43	0	94	136	29735380	29735252	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	9.24e-10	107	45.8	66.667	88.89	27	0	141	167	29735243	29735163	-1	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
HERVFH21I_6-Gag_p30-39-163	242	CP034492.1	88289540	1.39e-09	118	50.1	62.500	77.50	40	1	138	177	6898588	6898475	-2	111789	eukaryotic synthetic construct	eukaryotic synthetic construct	Eukaryotic synthetic construct chromosome 14
