qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
Arc2_Drosophila_melanogaster_NM_137112	194	FJ637898.1	614	5.07e-141	1030	401	100.000	100.00	194	0	1	194	17	598	2	32630	synthetic construct	synthetic construct	Synthetic construct Drosophila melanogaster clone BS15240 encodes Arc2-RA
Arc2_Drosophila_melanogaster_NM_137112	194	FJ633417.1	613	5.12e-141	1030	401	100.000	100.00	193	0	1	193	17	595	2	32630	synthetic construct	synthetic construct	Synthetic construct Drosophila melanogaster clone BO15340 encodes Arc2-RA
Arc2_Drosophila_melanogaster_NM_137112	194	AY119191.1	900	9.25e-140	1031	401	100.000	100.00	194	0	1	194	97	678	1	7227	Drosophila melanogaster	fruit fly	Drosophila melanogaster SD11637 full insert cDNA
Arc2_Drosophila_melanogaster_NM_137112	194	NM_137112.2	902	1.27e-139	1030	401	100.000	100.00	194	0	1	194	117	698	3	7227	Drosophila melanogaster	fruit fly	Drosophila melanogaster Arc2 (Arc2), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_032716330.1	837	9.59e-139	1023	398	99.485	99.48	194	0	1	194	110	691	2	7238	Drosophila sechellia	Drosophila sechellia	PREDICTED: Drosophila sechellia activity-regulated cytoskeleton associated protein 2 (LOC116800579), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_016184770.1	909	1.61e-138	1024	399	99.485	99.48	194	0	1	194	121	702	1	7240	Drosophila simulans	Drosophila simulans	Drosophila simulans uncharacterized protein (Dsim\GD29491), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_033299749.1	725	2.54e-138	1016	395	98.969	98.97	194	0	1	194	110	691	2	7226	Drosophila mauritiana	Drosophila mauritiana	PREDICTED: Drosophila mauritiana activity-regulated cytoskeleton associated protein 2 (LOC117137976), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_015197337.1	802	1.39e-131	974	379	93.846	97.44	195	1	1	194	152	736	2	7245	Drosophila yakuba	Drosophila yakuba	Drosophila yakuba uncharacterized protein (Dyak\GE27357), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_017142472.1	788	5.46e-130	963	375	91.282	96.92	195	1	1	194	138	722	3	29030	Drosophila takahashii	Drosophila takahashii	PREDICTED: Drosophila takahashii activity-regulated cytoskeleton-associated protein (LOC108057996), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_017277467.1	783	1.49e-129	960	374	91.795	96.41	195	1	1	194	124	708	1	30023	Drosophila elegans	Drosophila elegans	PREDICTED: Drosophila elegans activity-regulated cytoskeleton-associated protein (LOC108149702), mRNA
Arc2_Drosophila_melanogaster_NM_137112	194	XM_037859018.1	736	6.11e-129	955	372	90.769	96.41	195	1	1	194	88	672	1	1486046	Drosophila subpulchrella	Drosophila subpulchrella	PREDICTED: Drosophila subpulchrella activity-regulated cytoskeleton associated protein 2 (LOC119550372), mRNA
