qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
XP_011511643.1-Gag_p24-353-552	708	XM_011513341.3	3999	0.0	3543	1369	100.000	100.00	699	0	1	699	199	2295	1	9606	Homo sapiens	human	PREDICTED: Homo sapiens endogenous retrovirus group K member 5 Gag polyprotein (LOC105374013), mRNA
XP_011511643.1-Gag_p24-353-552	708	JN675021.1	9123	0.0	3523	1361	100.000	100.00	696	0	4	699	998	3085	2	9606	Homo sapiens	human	Homo sapiens isolate HML-2_3q12.3 endogenous virus HERV-K, complete sequence
XP_011511643.1-Gag_p24-353-552	708	AC084198.31	194955	0.0	3523	1361	100.000	100.00	696	0	4	699	95738	97825	2	9606	Homo sapiens	human	Homo sapiens 3 BAC RP11-454H13 (Roswell Park Cancer Institute Human BAC Library) complete sequence
XP_011511643.1-Gag_p24-353-552	708	AB047240.1	11122	0.0	3518	1359	99.856	99.86	696	0	4	699	1999	4086	1	135210	Human endogenous retrovirus HERV-K(II)	Human endogenous retrovirus HERV-K(II)	Human endogenous retrovirus HERV-K(II) DNA, complete sequence and flanking region
XP_011511643.1-Gag_p24-353-552	708	XM_031009778.1	5609	0.0	3265	1262	97.720	98.33	658	0	42	699	1	1974	1	9595	Gorilla gorilla gorilla	western lowland gorilla	PREDICTED: Gorilla gorilla gorilla endogenous retrovirus group K member 5 Gag polyprotein (LOC115934041), mRNA
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	0.0	2944	1138	81.967	84.84	732	4	20	699	19258323	19260506	3	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	0.0	2925	1131	82.744	89.25	707	4	4	708	14897896	14900007	1	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	7.95e-79	701	274	46.130	61.30	323	5	384	705	26415160	26414282	-3	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	7.95e-79	125	52.8	37.333	57.33	75	2	302	376	26415374	26415177	-2	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	1.22e-51	526	207	35.224	56.42	335	6	305	638	15896437	15897405	1	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	2.75e-45	476	187	68.800	81.60	125	0	57	181	36467501	36467127	-2	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	3.27e-15	230	93.2	44.000	72.00	75	0	66	140	15895574	15895798	2	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	5.49e-12	203	82.8	44.578	67.47	83	1	57	138	26415878	26415630	-2	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	0.081	92	40.0	85.000	95.00	20	0	21	40	19256622	19256681	3	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP023482.1	46684173	0.081	61	28.1	73.684	73.68	19	0	4	22	19256570	19256626	2	9606	Homo sapiens	human	Homo sapiens DNA, chromosome 22, nearly complete genome
XP_011511643.1-Gag_p24-353-552	708	AP000346.1	151600	0.0	2944	1138	81.967	84.84	732	4	20	699	21953	24136	2	9606	Homo sapiens	human	Homo sapiens genomic DNA, chromosome 22q11.2, clone KB1572G7
XP_011511643.1-Gag_p24-353-552	708	AP000346.1	151600	0.62	86	37.7	80.000	90.00	20	0	21	40	20254	20313	1	9606	Homo sapiens	human	Homo sapiens genomic DNA, chromosome 22q11.2, clone KB1572G7
XP_011511643.1-Gag_p24-353-552	708	AP000346.1	151600	0.62	60	27.7	82.353	82.35	17	0	4	20	20202	20252	3	9606	Homo sapiens	human	Homo sapiens genomic DNA, chromosome 22q11.2, clone KB1572G7
XP_011511643.1-Gag_p24-353-552	708	AC226770.1	41840	0.0	2937	1135	82.744	89.25	707	4	4	708	12260	10149	-1	9606	Homo sapiens	human	Homo sapiens FOSMID clone ABC9-43816200N12 from chromosome unknown, complete sequence
XP_011511643.1-Gag_p24-353-552	708	AC226770.1	41840	1.37e-39	430	170	32.481	47.31	391	10	287	668	27049	25967	-2	9606	Homo sapiens	human	Homo sapiens FOSMID clone ABC9-43816200N12 from chromosome unknown, complete sequence
XP_011511643.1-Gag_p24-353-552	708	AC280146.1	162886	0.0	2932	1134	81.532	84.54	731	3	20	699	62095	64275	1	9598	Pan troglodytes	chimpanzee	Pan troglodytes chromosome unknown clone CH251-79N23, complete sequence
XP_011511643.1-Gag_p24-353-552	708	AC280146.1	162886	8.2	79	35.0	78.947	89.47	19	0	26	44	60412	60468	1	9598	Pan troglodytes	chimpanzee	Pan troglodytes chromosome unknown clone CH251-79N23, complete sequence
