qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
NP_001019626.1-DUF4939-153-228	569	AB385520.1	1724	0.0	1622	629	100.000	100.00	369	0	1	369	10	1116	1	32630	synthetic construct	synthetic construct	Synthetic construct DNA, clone: pF1KA2001, Homo sapiens KIAA2001 gene for KIAA2001 protein, complete cds, without stop codon, in Flexi system
NP_001019626.1-DUF4939-153-228	569	AB385520.1	1724	3.34e-52	504	198	100.000	100.00	97	0	473	569	1426	1716	1	32630	synthetic construct	synthetic construct	Synthetic construct DNA, clone: pF1KA2001, Homo sapiens KIAA2001 gene for KIAA2001 protein, complete cds, without stop codon, in Flexi system
NP_001019626.1-DUF4939-153-228	569	BC151224.1	4418	0.0	1621	629	100.000	100.00	369	0	1	369	383	1489	2	9606	Homo sapiens	human	Homo sapiens retrotransposon gag domain containing 4, mRNA (cDNA clone MGC:166799 IMAGE:9007468), complete cds
NP_001019626.1-DUF4939-153-228	569	BC151224.1	4418	1.41e-49	499	196	100.000	100.00	97	0	473	569	1799	2089	2	9606	Homo sapiens	human	Homo sapiens retrotransposon gag domain containing 4, mRNA (cDNA clone MGC:166799 IMAGE:9007468), complete cds
NP_001019626.1-DUF4939-153-228	569	NM_001024455.4	4353	0.0	1617	627	100.000	100.00	369	0	1	369	376	1482	1	9606	Homo sapiens	human	Homo sapiens retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	NM_001024455.4	4353	1.66e-49	499	196	100.000	100.00	97	0	473	569	1792	2082	1	9606	Homo sapiens	human	Homo sapiens retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	AB082532.1	4356	0.0	1617	627	100.000	100.00	369	0	1	369	362	1468	2	9606	Homo sapiens	human	Homo sapiens mRNA for KIAA2001 protein
NP_001019626.1-DUF4939-153-228	569	AB082532.1	4356	1.67e-49	499	196	100.000	100.00	97	0	473	569	1778	2068	2	9606	Homo sapiens	human	Homo sapiens mRNA for KIAA2001 protein
NP_001019626.1-DUF4939-153-228	569	NG_029583.1	239487	0.0	1616	627	100.000	100.00	369	0	1	369	225453	224347	-1	9606	Homo sapiens	human	Homo sapiens NHS like 2 (NHSL2), RefSeqGene on chromosome X
NP_001019626.1-DUF4939-153-228	569	NG_029583.1	239487	3.20e-49	498	196	100.000	100.00	97	0	473	569	224037	223747	-1	9606	Homo sapiens	human	Homo sapiens NHS like 2 (NHSL2), RefSeqGene on chromosome X
NP_001019626.1-DUF4939-153-228	569	NG_021352.1	11792	0.0	1616	627	100.000	100.00	369	0	1	369	5362	6468	1	9606	Homo sapiens	human	Homo sapiens retrotransposon Gag like 5 (RTL5), RefSeqGene on chromosome X
NP_001019626.1-DUF4939-153-228	569	NG_021352.1	11792	2.83e-49	498	196	100.000	100.00	97	0	473	569	6778	7068	1	9606	Homo sapiens	human	Homo sapiens retrotransposon Gag like 5 (RTL5), RefSeqGene on chromosome X
NP_001019626.1-DUF4939-153-228	569	BX119917.9	134620	0.0	1616	627	100.000	100.00	369	0	1	369	52974	51868	-2	9606	Homo sapiens	human	Human DNA sequence from clone RP11-262D11 on chromosome X, complete sequence
NP_001019626.1-DUF4939-153-228	569	BX119917.9	134620	3.19e-49	498	196	100.000	100.00	97	0	473	569	51558	51268	-2	9606	Homo sapiens	human	Human DNA sequence from clone RP11-262D11 on chromosome X, complete sequence
NP_001019626.1-DUF4939-153-228	569	XM_019019545.1	4258	0.0	1606	623	99.187	99.19	369	0	1	369	278	1384	2	9595	Gorilla gorilla gorilla	western lowland gorilla	PREDICTED: Gorilla gorilla gorilla retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	XM_019019545.1	4258	1.56e-49	499	196	100.000	100.00	97	0	473	569	1694	1984	2	9595	Gorilla gorilla gorilla	western lowland gorilla	PREDICTED: Gorilla gorilla gorilla retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	XM_009439262.3	4465	0.0	1604	622	98.916	99.19	369	0	1	369	508	1614	1	9598	Pan troglodytes	chimpanzee	PREDICTED: Pan troglodytes retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	XM_009439262.3	4465	3.28e-49	497	196	100.000	100.00	97	0	473	569	1924	2214	1	9598	Pan troglodytes	chimpanzee	PREDICTED: Pan troglodytes retrotransposon Gag like 5 (RTL5), mRNA
NP_001019626.1-DUF4939-153-228	569	XM_003805263.3	4216	0.0	1602	621	99.187	99.19	369	0	1	369	259	1365	1	9597	Pan paniscus	pygmy chimpanzee	PREDICTED: Pan paniscus retrotransposon Gag like 5 (RTL5), mRNA
