qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
NP_037496.4-PNMA-1-326	463	AC216924.3	39403	0.0	2081	806	99.784	99.78	463	0	1	463	19132	17744	-1	9606	Homo sapiens	human	Homo sapiens FOSMID clone ABC13-48717000A20 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC216924.3	39403	1.96e-66	620	243	44.282	63.64	341	2	1	340	3100	2105	-1	9606	Homo sapiens	human	Homo sapiens FOSMID clone ABC13-48717000A20 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	NM_013364.6	3682	0.0	2080	805	100.000	100.00	463	0	1	463	276	1664	3	9606	Homo sapiens	human	Homo sapiens PNMA family member 3 (PNMA3), transcript variant 1, mRNA
NP_037496.4-PNMA-1-326	463	XR_938508.3	3168	0.0	2080	805	100.000	100.00	463	0	1	463	274	1662	1	9606	Homo sapiens	human	PREDICTED: Homo sapiens PNMA family member 3 (PNMA3), transcript variant X1, misc_RNA
NP_037496.4-PNMA-1-326	463	NG_013256.2	11055	0.0	2080	805	100.000	100.00	463	0	1	463	5650	7038	1	9606	Homo sapiens	human	Homo sapiens PNMA family member 3 (PNMA3), RefSeqGene on chromosome X
NP_037496.4-PNMA-1-326	463	AC243428.4	43028	0.0	2080	805	100.000	100.00	463	0	1	463	26531	27919	2	9606	Homo sapiens	human	Homo sapiens BAC clone ABC8-41064400D7 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC243428.4	43028	4.28e-28	327	130	41.420	57.99	169	1	1	169	42538	43017	1	9606	Homo sapiens	human	Homo sapiens BAC clone ABC8-41064400D7 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC243374.4	43881	0.0	2080	805	100.000	100.00	463	0	1	463	38249	36861	-2	9606	Homo sapiens	human	Homo sapiens BAC clone ABC8-2144340P16 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC243374.4	43881	9.93e-65	607	238	43.860	62.87	342	2	1	341	18322	19320	1	9606	Homo sapiens	human	Homo sapiens BAC clone ABC8-2144340P16 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC243374.4	43881	9.93e-65	607	238	43.860	62.87	342	2	1	341	22227	21229	-1	9606	Homo sapiens	human	Homo sapiens BAC clone ABC8-2144340P16 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AF083116.1	2248	0.0	2080	805	100.000	100.00	463	0	1	463	28	1416	1	9606	Homo sapiens	human	Homo sapiens paraneoplastic neuronal antigen MA3 (MA3) mRNA, complete cds
NP_037496.4-PNMA-1-326	463	BC105098.1	1432	0.0	2077	804	100.000	100.00	463	0	1	463	21	1409	3	9606	Homo sapiens	human	Homo sapiens paraneoplastic antigen MA3, mRNA (cDNA clone MGC:132758 IMAGE:8144101), complete cds
NP_037496.4-PNMA-1-326	463	AC234773.4	66069	0.0	2075	803	99.784	99.78	463	0	1	463	14382	15770	3	9606	Homo sapiens	human	Homo sapiens BAC clone RP11-76K17 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC234773.4	66069	1.00e-64	607	238	43.860	62.87	342	2	1	341	30415	31413	1	9606	Homo sapiens	human	Homo sapiens BAC clone RP11-76K17 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC234773.4	66069	1.00e-64	607	238	43.860	62.87	342	2	1	341	34320	33322	-1	9606	Homo sapiens	human	Homo sapiens BAC clone RP11-76K17 from chromosome x, complete sequence
NP_037496.4-PNMA-1-326	463	AC152006.1	66067	0.0	2075	803	99.784	99.78	463	0	1	463	14381	15769	2	9606	Homo sapiens	human	Homo sapiens chromosome X clone RP11-76K17 map q28, complete sequence
NP_037496.4-PNMA-1-326	463	AC152006.1	66067	1.00e-64	607	238	43.860	62.87	342	2	1	341	30414	31412	3	9606	Homo sapiens	human	Homo sapiens chromosome X clone RP11-76K17 map q28, complete sequence
NP_037496.4-PNMA-1-326	463	AC152006.1	66067	1.00e-64	607	238	43.860	62.87	342	2	1	341	34319	33321	-3	9606	Homo sapiens	human	Homo sapiens chromosome X clone RP11-76K17 map q28, complete sequence
NP_037496.4-PNMA-1-326	463	XM_004065064.2	3764	0.0	2074	803	99.568	99.78	463	0	1	463	361	1749	1	9595	Gorilla gorilla gorilla	western lowland gorilla	PREDICTED: Gorilla gorilla gorilla PNMA family member 3 (PNMA3), mRNA
NP_037496.4-PNMA-1-326	463	AK312299.1	1655	0.0	2074	803	99.784	99.78	463	0	1	463	264	1652	3	9606	Homo sapiens	human	Homo sapiens cDNA, FLJ92604, highly similar to Homo sapiens paraneoplastic antigen MA3 (PNMA3), mRNA
NP_037496.4-PNMA-1-326	463	XM_034950486.1	3670	0.0	2072	802	99.568	99.78	463	0	1	463	268	1656	1	9597	Pan paniscus	pygmy chimpanzee	PREDICTED: Pan paniscus PNMA family member 3 (PNMA3), mRNA
NP_037496.4-PNMA-1-326	463	XM_016944490.1	3737	0.0	2072	802	99.568	99.78	463	0	1	463	335	1723	2	9598	Pan troglodytes	chimpanzee	PREDICTED: Pan troglodytes PNMA family member 3 (PNMA3), mRNA
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	0.0	2072	802	99.568	99.78	463	0	1	463	70386	68998	-2	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	9.75e-83	743	290	48.968	69.32	339	2	1	339	136654	137655	1	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	8.49e-66	615	241	44.152	63.16	342	2	1	341	50367	51365	3	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	8.49e-66	615	241	44.152	63.16	342	2	1	341	54273	53275	-2	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	4.32e-16	232	94.0	46.465	67.68	99	0	1	99	98692	98396	-1	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	AC280512.1	187594	5.48e-09	174	71.6	34.507	50.70	142	3	143	276	97902	97489	-2	9598	Pan troglodytes	chimpanzee	Pan troglodytes BAC CH251-542E16 from chromosome, complete sequence
NP_037496.4-PNMA-1-326	463	KJ898749.1	1524	0.0	2068	801	99.568	99.57	463	0	1	463	69	1457	3	32630	synthetic construct	synthetic construct	Synthetic construct Homo sapiens clone ccsbBroadEn_08143 PNMA3-like gene, encodes complete protein
NP_037496.4-PNMA-1-326	463	XM_032757942.1	3759	0.0	2066	800	98.920	99.78	463	0	1	463	357	1745	3	81572	Hylobates moloch	silvery gibbon	PREDICTED: Hylobates moloch PNMA family member 3 (PNMA3), mRNA
NP_037496.4-PNMA-1-326	463	XM_021932809.2	3732	0.0	2065	800	98.920	99.78	463	0	1	463	345	1733	3	9555	Papio anubis	olive baboon	PREDICTED: Papio anubis PNMA family member 3 (PNMA3), transcript variant X2, mRNA
NP_037496.4-PNMA-1-326	463	XR_002519545.2	3217	0.0	2065	800	98.920	99.78	463	0	1	463	345	1733	3	9555	Papio anubis	olive baboon	PREDICTED: Papio anubis PNMA family member 3 (PNMA3), transcript variant X1, misc_RNA
