qaccver	qlen	saccver	slen	evalue	score	bitscore	pident	ppos	length	gapopen	qstart	qend	sstart	send	sframe	staxid	ssciname	scomname	stitle
NP_001071640.1-DUF4939-3-113	113	KJ898591.1	471	2.48e-61	493	194	98.230	99.12	113	0	1	113	66	404	3	32630	synthetic construct	synthetic construct	Synthetic construct Homo sapiens clone ccsbBroadEn_07985 FAM127B gene, encodes complete protein
NP_001071640.1-DUF4939-3-113	113	KJ896286.1	474	3.93e-61	492	194	96.460	99.12	113	0	1	113	69	407	3	32630	synthetic construct	synthetic construct	Synthetic construct Homo sapiens clone ccsbBroadEn_05680 FAM127C gene, encodes complete protein
NP_001071640.1-DUF4939-3-113	113	HQ258053.1	376	5.62e-61	488	192	96.460	99.12	113	0	1	113	20	358	2	32630	synthetic construct	synthetic construct	Synthetic construct Homo sapiens clone IMAGE:100072362 family with sequence similarity 127, member C (FAM127C) gene, encodes complete protein
NP_001071640.1-DUF4939-3-113	113	KJ892655.1	471	3.76e-60	485	191	93.805	97.35	113	0	1	113	66	404	3	32630	synthetic construct	synthetic construct	Synthetic construct Homo sapiens clone ccsbBroadEn_02049 FAM127A gene, encodes complete protein
NP_001071640.1-DUF4939-3-113	113	XM_008592374.1	418	5.76e-60	482	190	94.690	98.23	113	0	1	113	65	403	2	482537	Galeopterus variegatus	Sunda flying lemur	PREDICTED: Galeopterus variegatus protein FAM127A-like (LOC103607916), mRNA
NP_001071640.1-DUF4939-3-113	113	XM_017866205.1	446	1.23e-59	481	189	95.575	97.35	113	0	1	113	87	425	3	61621	Rhinopithecus bieti	black snub-nosed monkey	PREDICTED: Rhinopithecus bieti protein FAM127C-like (LOC108525138), mRNA
NP_001071640.1-DUF4939-3-113	113	XM_008592373.1	546	2.68e-59	482	190	94.690	98.23	113	0	1	113	88	426	1	482537	Galeopterus variegatus	Sunda flying lemur	PREDICTED: Galeopterus variegatus protein FAM127A (LOC103607914), mRNA
NP_001071640.1-DUF4939-3-113	113	XR_003117359.1	714	3.37e-59	486	191	96.460	98.23	113	0	1	113	72	410	3	9565	Theropithecus gelada	gelada	PREDICTED: Theropithecus gelada retrotransposon Gag like 8B (RTL8B), transcript variant X2, misc_RNA
NP_001071640.1-DUF4939-3-113	113	NM_001078172.2	1204	4.29e-59	499	196	100.000	100.00	113	0	1	113	28	366	1	9606	Homo sapiens	human	Homo sapiens retrotransposon Gag like 8A (RTL8A), transcript variant 1, mRNA
NP_001071640.1-DUF4939-3-113	113	XM_012060986.1	594	5.60e-59	481	189	93.805	97.35	113	0	1	113	90	428	3	9531	Cercocebus atys	sooty mangabey	PREDICTED: Cercocebus atys protein FAM127A (LOC105586220), mRNA
